Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4135354, 5.010435, 1.2556789, 1.435066, 1.5266987, 0.0, 0.0, 2.9982195
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.2666426, 5.4783926, 1.1332164, 1.3968178, 1.6342504, 2.625672, 3.519685, 2.3536372
, 1.8164632, 7.81891, 1.189567, 1.3699154, 1.7898539, 0.0, 0.0, 4.470109
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.0298257, 6.9268637, 1.4135066, 1.4556178, 1.8811421, 3.273939, 3.8407578, 3.0635579
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1124964, 5.873011, 1.2419523, 1.2846346, 1.6020383, 0.0, 0.0, 2.5671546
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7124358, 7.820035, 1.3612219, 1.667761, 1.9007496, 0.0, 0.0, 3.356459
, 1.923064, 6.793058, 1.224511, 1.2502575, 1.5681093, 3.0053022, 3.8139534, 3.50028
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4471276, 5.3703837, 1.3177701, 1.3709642, 1.6040196, 2.916129, 3.7539682, 3.3890686
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.0677767, 7.009665, 1.2973158, 1.3192899, 1.6328703, 3.5512943, 3.6889565, 3.6054966
, 1.9524755, 7.0209594, 1.4365396, 1.5811315, 1.805755, 3.3152082, 3.4304235, 4.0556316
, 1.635021, 7.741971, 1.3177046, 1.5747628, 1.9409156, 2.8031826, 3.4902828, 5.184379
, 1.6577605, 7.9580154, 1.4422834, 1.4010967, 1.8965095, 0.0, 0.0, 3.940844
, 1.6661667, 7.5652075, 1.1585014, 1.3691175, 1.8696673, 0.0, 0.0, 5.9476743
, 1.6796693, 7.408921, 1.1845162, 1.3732104, 1.8360292, 3.3518686, 3.4368446, 6.3988285
