Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4244466, 4.6603594, 1.3404851, 1.5774254, 1.573694, 0.0, 0.0, 1.2913224
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.1798363, 3.5791917, 1.2248796, 1.293011, 1.5565189, 0.0, 0.0, 3.5094757
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.3569293, 4.997059, 1.1341822, 1.1351616, 1.5621939, 2.625672, 3.519685, 1.4895936
, 1.8554722, 7.795241, 1.2097265, 1.5026003, 1.7679838, 0.0, 0.0, 1.5054705
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.033966, 6.9317846, 1.482231, 1.5957552, 1.934847, 3.273939, 3.8407578, 1.3911439
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1252038, 6.1274815, 1.26, 1.2767833, 1.6061538, 0.0, 0.0, 1.3005093
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7626667, 7.6580358, 1.341615, 1.6823425, 1.8589175, 0.0, 0.0, 1.2767296
, 2.0015295, 6.4211907, 1.2220294, 1.2090199, 1.4882914, 3.0053022, 3.8139534, 2.7758088
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4503691, 4.8598056, 1.3938661, 1.4188862, 1.5730428, 2.916129, 3.7539682, 1.3408695
, 2.3721557, 3.6868277, 1.2050376, 1.2939374, 1.4218365, 0.0, 0.0, 3.7325764
, 2.1482966, 6.463, 1.246276, 1.2115194, 1.4985105, 3.5512943, 3.6889565, 1.4396186
, 1.9543825, 5.636593, 1.467419, 1.5976218, 1.746956, 3.3152082, 3.4304235, 2.4046018
, 1.6732304, 7.8043213, 1.2804757, 1.6194782, 1.9207135, 2.8031826, 3.4902828, 1.5306345
, 1.673704, 8.021595, 1.5665475, 1.591083, 1.9174918, 0.0, 0.0, 1.5059253
, 1.7882676, 7.581502, 1.1585014, 1.315645, 1.8572736, 0.0, 0.0, 5.9476743
, 1.6157589, 7.665708, 1.1744487, 1.3843713, 1.8086901, 3.3518686, 3.4368446, 1.5139741
