Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4178998, 4.8704047, 1.2896014, 1.4920098, 1.5454968, 0.0, 0.0, 2.3154607
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.2967381, 5.317948, 1.1335384, 1.309599, 1.6102316, 2.625672, 3.519685, 2.0656228
, 1.8270439, 7.8053503, 1.1962868, 1.3982482, 1.7825639, 0.0, 0.0, 3.4818962
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.0314817, 6.928832, 1.4409964, 1.5116727, 1.9026241, 3.273939, 3.8407578, 2.3945923
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1161237, 5.866954, 1.2509762, 1.291548, 1.604096, 0.0, 0.0, 1.9338319
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7291794, 7.766035, 1.3546863, 1.6726215, 1.8868055, 0.0, 0.0, 2.6632159
, 1.9468515, 6.644311, 1.2235184, 1.2337624, 1.5361822, 3.0053022, 3.8139534, 2.592011
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4487484, 5.1150947, 1.3558182, 1.3949251, 1.5885311, 2.916129, 3.7539682, 2.3649693
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.0907824, 6.8534746, 1.282733, 1.2884984, 1.5944818, 3.5512943, 3.6889565, 2.9866743
, 1.9525613, 6.9038205, 1.4681555, 1.566584, 1.7923903, 3.3152082, 3.4304235, 3.911588
, 1.6433406, 7.7521777, 1.3614023, 1.6303396, 1.9362986, 2.8031826, 3.4902828, 4.5428677
, 1.6591642, 7.9792085, 1.468673, 1.4406651, 1.8925025, 0.0, 0.0, 3.1292045
, 1.7272171, 7.5733547, 1.1585014, 1.3423812, 1.8634704, 0.0, 0.0, 5.9476743
, 1.6577251, 7.482438, 1.2348387, 1.4138479, 1.8358986, 3.3518686, 3.4368446, 6.591658
