Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4244466, 4.6603594, 1.3404851, 1.5774254, 1.573694, 0.0, 0.0, 1.2913224
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.1169856, 5.6908507, 1.2484605, 1.3230348, 1.7158515, 0.0, 0.0, 1.7982991
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.3418815, 5.077281, 1.1340213, 1.178771, 1.5742033, 2.625672, 3.519685, 1.633601
, 1.8429148, 7.78501, 1.2063665, 1.4407475, 1.7716289, 0.0, 0.0, 1.9995769
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.033966, 6.9317846, 1.482231, 1.5957552, 1.934847, 3.273939, 3.8407578, 1.3911439
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1211145, 5.9275427, 1.26, 1.293042, 1.6061538, 0.0, 0.0, 1.3005093
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7542949, 7.6850357, 1.3448827, 1.6799123, 1.8658895, 0.0, 0.0, 1.6233511
, 1.9825327, 6.4211907, 1.2220294, 1.2090199, 1.4882914, 3.0053022, 3.8139534, 1.2296072
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4503691, 4.8598056, 1.3938661, 1.4188862, 1.5730428, 2.916129, 3.7539682, 1.3408695
, 2.2819176, 5.4717984, 1.225232, 1.3132104, 1.5273769, 0.0, 0.0, 1.8534374
, 2.1252909, 6.6191897, 1.2608588, 1.242311, 1.536899, 3.5512943, 3.6889565, 2.058441
, 1.9526898, 6.7281117, 1.4667007, 1.58485, 1.776246, 3.3152082, 3.4304235, 2.4890168
, 1.6558201, 7.7674885, 1.3147342, 1.6382726, 1.9251391, 2.8031826, 3.4902828, 2.4277935
, 1.6612699, 8.010999, 1.5082574, 1.5000178, 1.886492, 0.0, 0.0, 1.9117451
, 1.7882676, 7.581502, 1.1585014, 1.315645, 1.8572736, 0.0, 0.0, 5.9476743
, 1.6248088, 7.592715, 1.2172244, 1.4070964, 1.8222617, 3.3518686, 3.4368446, 4.1010237
