Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4157176, 4.94042, 1.2726402, 1.4635379, 1.5360978, 0.0, 0.0, 2.6568403
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.2816904, 5.39817, 1.1333774, 1.3532084, 1.622241, 2.625672, 3.519685, 2.20963
, 1.8217535, 7.81213, 1.1929269, 1.3840818, 1.7862089, 0.0, 0.0, 3.9760027
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.0306537, 6.927848, 1.4272516, 1.4836452, 1.8918831, 3.273939, 3.8407578, 2.729075
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.11431, 5.8699827, 1.2464643, 1.2880913, 1.6030672, 0.0, 0.0, 2.2504933
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7208076, 7.793035, 1.357954, 1.6701913, 1.8937776, 0.0, 0.0, 3.0098374
, 1.9349577, 6.718684, 1.2240148, 1.2420099, 1.5521457, 3.0053022, 3.8139534, 3.0461454
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.447938, 5.242739, 1.3367941, 1.3829446, 1.5962753, 2.916129, 3.7539682, 2.877019
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.0792797, 6.93157, 1.2900244, 1.3038942, 1.6136761, 3.5512943, 3.6889565, 3.2960854
, 1.9525185, 6.96239, 1.4523475, 1.5738577, 1.7990726, 3.3152082, 3.4304235, 3.9836097
, 1.6391808, 7.747074, 1.3395535, 1.6025512, 1.9386071, 2.8031826, 3.4902828, 4.863623
, 1.6584623, 7.968612, 1.4554782, 1.4208809, 1.894506, 0.0, 0.0, 3.5350242
, 1.6966919, 7.569281, 1.1585014, 1.3557494, 1.8665688, 0.0, 0.0, 5.9476743
, 1.6686972, 7.4456797, 1.2096775, 1.3935292, 1.8359638, 3.3518686, 3.4368446, 6.4952435
