Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4069886, 5.2204804, 1.2047952, 1.3496504, 1.4985015, 0.0, 0.0, 4.022358
, 1.7801061, 7.277377, 1.2591904, 1.4971048, 1.5519333, 3.3367815, 3.8132184, 4.2917438
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1914039, 5.8795037, 1.1324116, 1.6148646, 1.6942976, 2.625672, 3.519685, 3.0736737
, 1.8005923, 7.8392506, 1.1794872, 1.3274162, 1.800789, 0.0, 0.0, 5.9524283
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.0098348, 6.990087, 1.3543447, 1.4185009, 1.8407276, 3.273939, 3.8407578, 4.424223
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.103428, 5.8881545, 1.2193927, 1.2673509, 1.5968939, 0.0, 0.0, 4.150461
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.66561, 7.6834598, 1.1294602, 1.3859196, 1.8926793, 3.3597455, 3.6035821, 5.3664565
, 1.6705767, 7.9550343, 1.377561, 1.6556097, 1.9356097, 0.0, 0.0, 5.0895667
, 1.8747942, 7.028728, 1.238033, 1.469129, 1.7091511, 3.0053022, 3.8139534, 4.765906
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.3833833, 6.0074987, 1.2381092, 1.4721694, 1.6664577, 2.916129, 3.7539682, 5.0057845
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.0165238, 7.2798185, 1.3069624, 1.5486095, 1.7571528, 3.5512943, 3.6889565, 4.390336
, 1.9522613, 7.3138075, 1.3575, 1.6175, 1.8391666, 3.3152082, 3.4304235, 4.41574
, 1.6208898, 7.7013316, 1.235657, 1.564088, 1.9548129, 2.8031826, 3.4902828, 6.289711
, 1.654251, 7.9050326, 1.3763094, 1.3021756, 1.906527, 0.0, 0.0, 5.969943
, 1.5745909, 7.5529866, 1.1585014, 1.4092219, 1.8789625, 0.0, 0.0, 5.9476743
, 1.7262336, 7.2977757, 1.0903943, 1.4275447, 1.858638, 3.3518686, 3.4368446, 6.085327
