Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4069886, 5.2204804, 1.2047952, 1.3496504, 1.4985015, 0.0, 0.0, 4.022358
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.2064517, 5.7992816, 1.1325725, 1.5712552, 1.6822882, 2.625672, 3.519685, 2.9296665
, 1.8005923, 7.8392506, 1.1794872, 1.3274162, 1.800789, 0.0, 0.0, 5.9524283
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.0265133, 6.922927, 1.3585272, 1.3435078, 1.8381783, 3.273939, 3.8407578, 4.401489
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1052415, 5.8851256, 1.2239046, 1.2708076, 1.5979228, 0.0, 0.0, 3.8337998
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.6789485, 7.9280343, 1.3742932, 1.6580399, 1.9286377, 0.0, 0.0, 4.742945
, 1.8810885, 7.0224533, 1.2320166, 1.3720645, 1.6625756, 3.0053022, 3.8139534, 4.8142943
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4140399, 5.8804083, 1.2494037, 1.403596, 1.6468549, 2.916129, 3.7539682, 4.965501
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.024896, 7.261884, 1.3130763, 1.4570434, 1.7238029, 3.5512943, 3.6889565, 4.462033
, 1.9523041, 7.255238, 1.373308, 1.6102263, 1.8324844, 3.3152082, 3.4304235, 4.3437185
, 1.6183816, 7.7215567, 1.2303091, 1.4636092, 1.9501495, 2.8031826, 3.4902828, 6.467402
, 1.6549529, 7.9156294, 1.3895042, 1.3219599, 1.9045235, 0.0, 0.0, 5.564123
, 1.5745909, 7.5529866, 1.1585014, 1.4092219, 1.8789625, 0.0, 0.0, 5.9476743
, 1.7235577, 7.2618856, 1.083871, 1.2919354, 1.8362904, 3.3518686, 3.4368446, 6.013169
