Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.411353, 5.08045, 1.2387177, 1.4065942, 1.5172997, 0.0, 0.0, 3.3395991
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.2515948, 5.5586147, 1.1330554, 1.4404271, 1.6462599, 2.625672, 3.519685, 2.4976444
, 1.811173, 7.8256903, 1.186207, 1.355749, 1.793499, 0.0, 0.0, 4.9642153
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.0289977, 6.9258795, 1.3997618, 1.4275903, 1.8704011, 3.273939, 3.8407578, 3.3980408
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1106827, 5.87604, 1.2374403, 1.2811779, 1.6010094, 0.0, 0.0, 2.883816
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.704064, 7.847035, 1.3644897, 1.6653308, 1.9077216, 0.0, 0.0, 3.7030804
, 1.9111702, 6.867431, 1.2250073, 1.258505, 1.5840728, 3.0053022, 3.8139534, 3.9544144
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4463172, 5.4980283, 1.2987461, 1.3589836, 1.6117638, 2.916129, 3.7539682, 3.9011183
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.056274, 7.08776, 1.3046073, 1.3346857, 1.6520647, 3.5512943, 3.6889565, 3.9149077
, 1.9524328, 7.0795293, 1.4207317, 1.5884051, 1.8124373, 3.3152082, 3.4304235, 4.127653
, 1.6308612, 7.7368674, 1.2958558, 1.5469744, 1.9432241, 2.8031826, 3.4902828, 5.5051346
, 1.6570586, 7.947419, 1.4290886, 1.3813125, 1.898513, 0.0, 0.0, 4.346664
, 1.6356413, 7.561134, 1.1585014, 1.3824856, 1.8727657, 0.0, 0.0, 5.9476743
, 1.6906414, 7.372162, 1.1593548, 1.3528917, 1.8360945, 3.3518686, 3.4368446, 6.3024135
