Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4222643, 4.7303743, 1.3235239, 1.5489535, 1.5642949, 0.0, 0.0, 1.6327019
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.3268337, 5.1575036, 1.1338602, 1.2223804, 1.5862128, 2.625672, 3.519685, 1.7776082
, 1.8376244, 7.79179, 1.2030066, 1.426581, 1.7752738, 0.0, 0.0, 2.4936833
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.033138, 6.9308004, 1.4684862, 1.5677277, 1.924106, 3.273939, 3.8407578, 1.7256267
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1197512, 5.8608966, 1.26, 1.2984616, 1.6061538, 0.0, 0.0, 1.3005093
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.745923, 7.7120357, 1.3481506, 1.677482, 1.8728615, 0.0, 0.0, 1.9699727
, 1.970639, 6.495564, 1.2225257, 1.2172674, 1.5042549, 3.0053022, 3.8139534, 1.6837418
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4503691, 4.8598056, 1.3938661, 1.4188862, 1.5730428, 2.916129, 3.7539682, 1.3408695
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.1137881, 6.6972847, 1.2681502, 1.2577068, 1.5560933, 3.5512943, 3.6889565, 2.367852
, 1.952647, 6.786681, 1.4671856, 1.5787613, 1.7816274, 3.3152082, 3.4304235, 2.9632072
, 1.6516603, 7.762385, 1.3489927, 1.6482003, 1.9295646, 2.8031826, 3.4902828, 3.3249526
, 1.660568, 8.0004015, 1.4950626, 1.4802336, 1.8884954, 0.0, 0.0, 2.317565
, 1.7882676, 7.581502, 1.1585014, 1.315645, 1.8572736, 0.0, 0.0, 5.9476743
, 1.6357809, 7.555956, 1.2386122, 1.4206315, 1.8290474, 3.3518686, 3.4368446, 5.3945484
