Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4244466, 4.6603594, 1.3404851, 1.5774254, 1.573694, 0.0, 0.0, 1.2913224
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.242687, 1.4675325, 1.2012987, 1.262987, 1.3971862, 0.0, 0.0, 5.220652
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.3569293, 4.997059, 1.1341822, 1.1351616, 1.5621939, 2.625672, 3.519685, 1.4895936
, 1.8736398, 7.837768, 1.2097265, 1.6218165, 1.7679838, 0.0, 0.0, 1.5054705
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.033966, 6.9317846, 1.482231, 1.5957552, 1.934847, 3.273939, 3.8407578, 1.3911439
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1320198, 6.460712, 1.26, 1.2496855, 1.6061538, 0.0, 0.0, 1.3005093
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7626667, 7.6580358, 1.341615, 1.6823425, 1.8589175, 0.0, 0.0, 1.2767296
, 2.0331905, 6.4211907, 1.2220294, 1.2090199, 1.4882914, 3.0053022, 3.8139534, 5.3528113
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4503691, 4.8598056, 1.3938661, 1.4188862, 1.5730428, 2.916129, 3.7539682, 1.3408695
, 2.4924731, 1.306867, 1.1781116, 1.2682403, 1.2811159, 0.0, 0.0, 6.2380953
, 2.1482966, 6.463, 1.246276, 1.2115194, 1.4985105, 3.5512943, 3.6889565, 1.4396186
, 1.9608108, 1.7390728, 1.4741722, 1.6, 1.6728476, 3.3152082, 3.4304235, 5.860465
, 1.7063565, 7.8836436, 1.2804757, 1.5973115, 1.9207135, 2.8031826, 3.4902828, 1.5306345
, 1.7030346, 8.021595, 1.6792858, 1.7692857, 2.0, 0.0, 0.0, 1.5059253
, 1.7882676, 7.581502, 1.1585014, 1.315645, 1.8572736, 0.0, 0.0, 5.9476743
, 1.6802301, 7.6630874, 1.1744487, 1.4060978, 1.8086901, 3.3518686, 3.4368446, 1.5139741
