Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.420082, 4.80039, 1.3065627, 1.5204816, 1.5548959, 0.0, 0.0, 1.9740813
, 1.7464252, 7.345714, 1.2352381, 1.4323809, 1.5066667, 3.3367815, 3.8132184, 4.4352827
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.311786, 5.2377257, 1.1336993, 1.2659897, 1.5982221, 2.625672, 3.519685, 1.9216155
, 1.8323342, 7.79857, 1.1996467, 1.4124147, 1.7789189, 0.0, 0.0, 2.9877896
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 2.03231, 6.9298162, 1.4547412, 1.5397003, 1.913365, 3.273939, 3.8407578, 2.0601096
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1179376, 5.8639255, 1.255488, 1.2950048, 1.605125, 0.0, 0.0, 1.6171707
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.6485196, 7.7216396, 1.14, 1.2685714, 1.887619, 3.3597455, 3.6035821, 5.2785783
, 1.7375512, 7.739035, 1.3514184, 1.6750518, 1.8798336, 0.0, 0.0, 2.3165941
, 1.9587452, 6.5699377, 1.2230221, 1.2255149, 1.5202186, 3.0053022, 3.8139534, 2.1378763
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4495587, 4.98745, 1.374842, 1.4069057, 1.580787, 2.916129, 3.7539682, 1.8529193
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 2.1022851, 6.7753797, 1.2754416, 1.2731025, 1.5752876, 3.5512943, 3.6889565, 2.6772633
, 1.952604, 6.8452506, 1.4676706, 1.5726726, 1.7870089, 3.3152082, 3.4304235, 3.4373975
, 1.6475004, 7.7572813, 1.3832512, 1.658128, 1.9339901, 2.8031826, 3.4902828, 4.2221117
, 1.6598661, 7.989805, 1.4818678, 1.4604493, 1.890499, 0.0, 0.0, 2.7233849
, 1.7577424, 7.5774283, 1.1585014, 1.3290131, 1.860372, 0.0, 0.0, 5.9476743
, 1.6467531, 7.519197, 1.26, 1.4341667, 1.8358333, 3.3518686, 3.4368446, 6.688073
