Country name,Happiness,Satisfaction,Drug addict neighbors,Heavy drinker neighbors,AIDS neighbors,Street alcohol,Drug sales,Government responsibility
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.4069886, 5.2204804, 1.2047952, 1.3496504, 1.4985015, 0.0, 0.0, 4.022358
, 1.9148296, 7.0040283, 1.355, 1.756, 1.733, 3.3367815, 3.8132184, 3.717588
, 2.0960352, 6.394737, 1.2563208, 1.3330427, 1.7689625, 0.0, 0.0, 1.227907
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.1312127, 6.2003927, 1.1317677, 1.789302, 1.7423353, 2.625672, 3.519685, 3.6497025
, 1.8005923, 7.8392506, 1.1794872, 1.3274162, 1.800789, 0.0, 0.0, 5.9524283
, 1.7575151, 6.864, 1.2467532, 1.2807193, 1.6853147, 0.0, 0.0, 5.8837676
, 1.9431205, 7.2587285, 1.3376151, 1.7184734, 1.8509248, 3.273939, 3.8407578, 4.51516
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.0998003, 5.894212, 1.2103689, 1.2604374, 1.5948361, 0.0, 0.0, 4.783784
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.9294235, 6.887674, 1.3863636, 1.4940711, 1.6916996, 0.0, 0.0, 4.765244
, 2.2742214, 4.8983192, 1.1183333, 1.145, 1.5083333, 0.0, 0.0, 1.6087704
, 2.4356847, 4.986948, 1.1010902, 1.1377602, 1.3379583, 0.0, 0.0, 1.5456432
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 1.7339712, 7.530741, 1.087301, 1.8553121, 1.9129207, 3.3597455, 3.6035821, 5.7179685
, 1.6705767, 7.9550343, 1.377561, 1.6556097, 1.9356097, 0.0, 0.0, 5.0895667
, 1.8496171, 7.0538282, 1.2620994, 1.8573868, 1.8954535, 3.0053022, 3.8139534, 4.5723505
, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
, 2.260757, 6.515862, 1.1929312, 1.7464631, 1.7448684, 2.916129, 3.7539682, 5.166918
, 2.2518382, 6.0667887, 1.2319635, 1.3196347, 1.5625571, 0.0, 0.0, 1.2270577
, 1.9830348, 7.3515553, 1.2825071, 1.9148737, 1.8905519, 3.5512943, 3.6889565, 4.1035476
, 1.9974705, 6.770548, 1.2682927, 1.9688814, 1.9512196, 3.3152082, 3.4304235, 4.345125
, 1.6309227, 7.620432, 1.2570481, 1.9660033, 1.973466, 2.8031826, 3.4902828, 5.5789475
, 1.654251, 7.9050326, 1.3763094, 1.3021756, 1.906527, 0.0, 0.0, 5.969943
, 1.5745909, 7.5529866, 1.1585014, 1.4092219, 1.8789625, 0.0, 0.0, 5.9476743
, 1.7369369, 7.4413357, 1.1164875, 1.969982, 1.9480287, 3.3518686, 3.4368446, 6.3739614
